,"score","names_wiki+googleart+wga+meisterwerke","dates_wiki+googleart+wga+meisterwerke","names_moma","dates_moma","is_same","artist_id_wiki+googleart+wga+meisterwerke","artist_id_moma","idx","total_works_count","year_diff"
376,86,"[emile bernard, émile bernard, bernard, émile, émile henri bernard]","[1868, 1941]","[emile branchard]","[1881, 1938]",0,"wiki_emile-bernard","moma_mdvt-emile-branchard-737","(2842, 576)",41,"[13, 3]"
44,100,"[emilio scanavino]","[1922, 1986]","[emilio scanavino]","[1922, 2099]",1,"wiki_emilio-scanavino","moma_mdvt-emilio-scanavino-5193","(581, 2857)",29,"[0, 113]"
45,100,"[ernst fuchs]","[1930, 2099]","[ernst fuchs]","[1930, 2015]",1,"wiki_ernst-fuchs","moma_mdvt-ernst-fuchs-2021","(603, 3002)",64,"[0, 84]"
46,100,"[eugène samuel grasset, eugène grasset]","[1845, 1917]","[eugène grasset]","[1841, 1917]",1,"wiki_eug-ne-grasset","moma_mdvt-eugène-grasset-2301","(615, 3093)",57,"[4, 0]"
47,100,"[fab-5-freddy, fab 5 freddy, fab 5, braithwaite, fred, fred brathwaite]","[1958, 2099]","[fred]","[1956, 2099]",0,"wiki_fab-5-freddy","moma_mdvt-fred-6838","(630, 3442)",10,"[2, 0]"
49,100,"[frank helmut auerbach, frank auerbach]","[1931, 2099]","[frank auerbach]","[1931, 1939]",1,"wiki_frank-auerbach","moma_mdvt-frank-auerbach-240","(687, 3341)",54,"[0, 160]"
50,100,"[frank lobdell]","[1921, 2013]","[frank lobdell]","[1921, 2099]",1,"wiki_frank-lobdell","moma_mdvt-frank-lobdell-3576","(692, 3365)",43,"[0, 86]"
51,100,"[frederick john eversley, fred eversley]","[1941, 2099]","[fred]","[1956, 2099]",0,"wiki_fred-eversley","moma_mdvt-fred-6838","(703, 3442)",1,"[15, 0]"
52,100,"[gandy brodie]","[1924, 1975]","[gandy brodie]","[1925, 1975]",1,"wiki_gandy-brodie","moma_mdvt-gandy-brodie-787","(739, 3567)",23,"[1, 0]"
53,84,"[george henry, brown, george henry alan, brown, george h. a.]","[1862, 1935.0]","[henry george keller]","[1869, 1949]",0,"wiki_george-henry","moma_mdvt-henry-george-keller-3042","(759, 4429)",38,"[7, 14.0]"
397,89,"[lemmen, georges, georges lemmen]","[1865, 1916]","[georges demenÿ]","[1850, 1917]",0,"wiki_georges-lemmen","moma_mdvt-georges-demenÿ-7839","(3727, 778)",34,"[15, 1]"
54,100,"[germaine richier]","[1902, 1959]","[germaine richier]","[1904, 1959]",1,"wiki_germaine-richier","moma_mdvt-germaine-richier-4905","(797, 3788)",11,"[2, 0]"
55,100,"[giulio turcato]","[1912, 1995]","[giulio turcato]","[1912, 1922]",1,"wiki_giulio-turcato","moma_mdvt-giulio-turcato-5972","(838, 3893)",36,"[0, 73]"
56,100,"[gottfried honegger]","[1917, 2003.0]","[gottfried honegger]","[1917, 2016]",1,"wiki_gottfried-honegger","moma_mdvt-gottfried-honegger-2719","(850, 3962)",20,"[0, 13.0]"
57,100,"[gustav metzger]","[1926, 2099]","[gustav metzger]","[1926, 2017]",1,"wiki_gustav-metzger","moma_mdvt-gustav-metzger-43107","(881, 4072)",1,"[0, 82]"
58,100,"[gustave singier]","[1909, 1984]","[gustave singier]","[1926.0, 1953.0]",1,"wiki_gustave-singier","moma_mdvt-gustave-singier-5448","(890, 4079)",46,"[17.0, 31.0]"
59,100,"[gyula kosice, fernando fallik]","[1924, 2099]","[gyula kosice (fernando fallik)]","[1924, 2016]",1,"wiki_gyula-kosice","moma_mdvt-gyula-kosice-(fernando-fallik)-27446","(895, 4101)",3,"[0, 83]"
60,87,"[sir hans heysen, obe (wilhelm ernst hans franz heysen), hans heysen]","[1877, 1968]","[ernst wilhelm nay]","[1902, 1968]",0,"wiki_hans-heysen","moma_mdvt-ernst-wilhelm-nay-4245","(909, 3016)",41,"[25, 0]"
61,93,"[hassan massoudy (حسن المسعود الخطاط), hassan massoudy]","[1944, 2099]","[massoud hassani]","[1983, 2099]",0,"wiki_hassan-massoudy","moma_mdvt-massoud-hassani-41822","(921, 7484)",19,"[39, 0]"
72,84,"[hiro yamagata, 山形 博導]","[1948, 2099]","[yo yamagata]","[1962, 2099]",0,"wiki_hiro-yamagata","moma_mdvt-yo-yamagata-22838","(975, 11538)",91,"[14, 0]"
73,100,"[horia damian]","[1922, 2012]","[horia damian]","[1922, 2099]",1,"wiki_horia-damian","moma_mdvt-horia-damian-1369","(990, 4565)",19,"[0, 87]"
74,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[alex j. ettl]","[1898, 1992]",0,"wiki_hovhannes-zardaryan","moma_mdvt-alex-j.-ettl-1768","(991, 313)",5,"[20, 19.0]"
75,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[jan j. schoonhoven]","[1914, 1994]",0,"wiki_hovhannes-zardaryan","moma_mdvt-jan-j.-schoonhoven-5266","(991, 5034)",15,"[4, 21.0]"
80,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[davis j. pratt]","[1917, 1987]",0,"wiki_hovhannes-zardaryan","moma_mdvt-davis-j.-pratt-4723","(991, 2295)",5,"[1, 14.0]"
79,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[paul j. smith]","[1906, 1980]",0,"wiki_hovhannes-zardaryan","moma_mdvt-paul-j.-smith-41929","(991, 8564)",5,"[12, 7.0]"
77,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[fredrick j. whiteman]","[1909, 1997]",0,"wiki_hovhannes-zardaryan","moma_mdvt-fredrick-j.-whiteman-6741","(991, 3463)",5,"[9, 24.0]"
76,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[j. arrelano fischer]","[1911, 1995]",0,"wiki_hovhannes-zardaryan","moma_mdvt-j.-arrelano-fischer-13","(991, 4814)",5,"[7, 22.0]"
78,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[john j. cu roi]","[1920, 1930]",0,"wiki_hovhannes-zardaryan","moma_mdvt-john-j.-cu-roi-1322","(991, 5602)",5,"[2, 43.0]"
82,100,"[jacques hérold, herold blumer]","[1910, 1987]","[jacques hérold]","[1910, 1991]",1,"wiki_jacques-h-rold","moma_mdvt-jacques-hérold-2616","(1071, 4906)",47,"[0, 4]"
84,86,"[jean carzou]","[1907, 2000]","[jean carlu]","[1900, 1997]",0,"wiki_jean-carzou","moma_mdvt-jean-carlu-977","(1127, 5151)",1,"[7, 3]"
85,100,"[jesus rafael soto, jesús rafael soto]","[1923, 2005]","[jess]","[1923, 2004]",0,"wiki_jesus-rafael-soto","moma_mdvt-jess-2913","(1168, 5319)",18,"[0, 1]"
86,100,"[pancetti, giuseppe gianinni, giuseppe giannini pancetti, jose pancetti, pancetti, josé, pancetti, josé gianini]","[1902, 1958]","[josé pancetti]","[1904, 1958]",1,"wiki_jose-pancetti","moma_mdvt-josé-pancetti-4481","(1275, 5906)",35,"[2, 0]"
87,87,"[josef herman, josef herman (joe bach)]","[1911, 2000]","[herman rose]","[1909, 2007]",0,"wiki_josef-herman","moma_mdvt-herman-rose-5019","(1277, 4478)",16,"[2, 7]"
89,100,"[judy chicago, judy cohen]","[1939, 2099]","[judy chicago]","[1937, 2099]",1,"wiki_judy-chicago","moma_mdvt-judy-chicago-1099","(1298, 5984)",25,"[2, 0]"
90,100,"[julian stanczak]","[1928, 2099]","[julian stanczak]","[1928, 2017]",1,"wiki_julian-stanczak","moma_mdvt-julian-stanczak-5599","(1310, 6023)",19,"[0, 82]"
92,100,"[kit williams, christopher williams]","[1946, 2099]","[christopher williams]","[1956, 2099]",0,"wiki_kit-williams","moma_mdvt-christopher-williams-28858","(1371, 1844)",53,"[10, 0]"
348,85,"[kit williams, christopher williams]","[1946, 2099]","[christopher orr]","[1967, 2099]",0,"wiki_kit-williams","moma_mdvt-christopher-orr-28745","(1840, 1371)",31,"[21, 0]"
93,100,"[konrad klapheck]","[1935, 2099]","[konrad klapheck]","[1977.0, 1977.0]",1,"wiki_konrad-klapheck","moma_mdvt-konrad-klapheck-3126","(1378, 6431)",11,"[42.0, 122.0]"
94,100,"[kukryniksy, кукрыниксы]","[1941.0, 1948.0]","[kukryniksy (collective)]","[1924, 2099]",1,"wiki_kukryniksy","moma_mdvt-kukryniksy-(collective)-37855","(1391, 6455)",174,"[17.0, 151.0]"
95,100,"[larry zox, lawrence zox]","[1937, 2006]","[larry zox]","[1936, 2006]",1,"wiki_larry-zox","moma_mdvt-larry-zox-6586","(1403, 6526)",49,"[1, 0]"
96,100,"[louis cane]","[1945, 2099]","[louis cane]","[1943, 2099]",1,"wiki_louis-cane","moma_mdvt-louis-cane-948","(1463, 6828)",17,"[2, 0]"
470,84,"[louis cane]","[1945, 2099]","[lois lane]","[1948, 2099]",1,"wiki_louis-cane","moma_mdvt-lois-lane-3369","(6784, 1463)",21,"[3, 0]"
97,100,"[louis marcoussis, ludwik kazimierz wladyslaw markus]","[1878, 1941]","[louis marcoussis]","[1883, 1941]",1,"wiki_louis-marcoussis","moma_mdvt-louis-marcoussis-3757","(1466, 6852)",71,"[5, 0]"
98,94,"[luciano bartolini]","[1948, 1994]","[lucia bartolini]","[1944, 2099]",1,"wiki_luciano-bartolini","moma_mdvt-lucia-bartolini-34561","(1486, 6905)",45,"[4, 105]"
471,84,"[manuel alvarez bravo, manuel álvarez bravo]","[1902, 2002]","[lola alvarez bravo]","[1907, 1993]",0,"wiki_manuel-alvarez-bravo","moma_mdvt-lola-alvarez-bravo-7921","(6787, 1516)",0,"[5, 9]"
478,87,"[marcel hermann iancu, marcel janco]","[1895, 1984]","[marcel jean]","[1900, 1993]",0,"wiki_marcel-janco","moma_mdvt-marcel-jean-2898","(7146, 1526)",39,"[5, 9]"
101,100,"[maria sol escobar (marisol), marisol escobar]","[1930, 2099]","[marisol (marisol escobar)]","[1930, 2016]",1,"wiki_marisol-escobar","moma_mdvt-marisol-(marisol-escobar)-3774","(1559, 7301)",24,"[0, 83]"
390,87,"[martin creed]","[1968, 2099]","[fred martin]","[1927, 2099]",0,"wiki_martin-creed","moma_mdvt-fred-martin-3791","(3430, 1576)",8,"[41, 0]"
103,100,"[max walter svanberg]","[1912, 1994]","[max walter svanberg]","[1912, 1922]",1,"wiki_max-walter-svanberg","moma_mdvt-max-walter-svanberg-5747","(1615, 7603)",12,"[0, 72]"
104,92,"[michael sowa]","[1945, 2099]","[michael snow]","[1929, 2099]",0,"wiki_michael-sowa","moma_mdvt-michael-snow-5500","(1638, 7760)",54,"[16, 0]"
105,100,"[miriam schapiro]","[1923, 2099]","[miriam schapiro]","[1923, 2015]",0,"wiki_miriam-schapiro","moma_mdvt-miriam-schapiro-5204","(1663, 7894)",74,"[0, 84]"
106,100,"[cuixart tàpies, modest, modest cuixart i tàpies, cuixart tapies, modesto, cuixart, modesto, cuixart tápies, modest, modest cuixart, guixart, modest, cuixart, modest, cuixart i tàpies, modest, cuixart tápies, modesto]","[1925, 2007]","[modest cuixart]","[1925, 2001]",1,"wiki_modest-cuixart","moma_mdvt-modest-cuixart-1326","(1665, 7915)",50,"[0, 6]"
107,93,"[mstislav dobuzhinsky, мстислав добужинский (mstislavas dobužinskis)]","[1875, 1957]","[mstislav dobuzhinskii]","[1875, 1952]",1,"wiki_mstislav-dobuzhinsky","moma_mdvt-mstislav-dobuzhinskii-23315","(1677, 7979)",165,"[0, 5]"
108,100,"[nancy graves]","[1939, 1995]","[nancy graves]","[1940, 1995]",1,"wiki_nancy-graves","moma_mdvt-nancy-graves-2310","(1689, 8023)",7,"[1, 0]"
111,100,"[norman ackroyd, norman ackroyd, cbe, ra]","[1938, 2099]","[norman ackroyd]","[1970.0, 1980.0]",1,"wiki_norman-ackroyd","moma_mdvt-norman-ackroyd-55","(1733, 8234)",18,"[32.0, 119.0]"
112,100,"[norman bluhm]","[1921, 1999]","[norman bluhm]","[1920, 1999]",1,"wiki_norman-bluhm","moma_mdvt-norman-bluhm-613","(1734, 8235)",36,"[1, 0]"
115,100,"[dominguez, oscar, oscar, oscar dominguez, domínguez, oscar, domínguez, oscar manuel, domínguez palazón, oscar manuel, óscar m. domínguez, palazón, oscar manuel domínguez, domínguez palazón, oscar, domínguez, domínguez, o.]","[1906, 1957]","[oscar jespers]","[1887, 1970]",0,"wiki_oscar-dominguez","moma_mdvt-oscar-jespers-2912","(1762, 8342)",21,"[19, 13]"
113,100,"[dominguez, oscar, oscar, oscar dominguez, domínguez, oscar, domínguez, oscar manuel, domínguez palazón, oscar manuel, óscar m. domínguez, palazón, oscar manuel domínguez, domínguez palazón, oscar, domínguez, domínguez, o.]","[1906, 1957]","[gustaf oscar dalström]","[1893, 1971]",0,"wiki_oscar-dominguez","moma_mdvt-gustaf-oscar-dalström-1366","(1762, 4063)",22,"[13, 14]"
114,100,"[dominguez, oscar, oscar, oscar dominguez, domínguez, oscar, domínguez, oscar manuel, domínguez palazón, oscar manuel, óscar m. Domínguez, palazón, oscar manuel domínguez, domínguez palazón, oscar, domínguez, domínguez, o.]","[1906, 1957]","[oscar nitzchke]","[1900, 1991]",0,"wiki_oscar-dominguez","moma_mdvt-oscar-nitzchke-4312","(1762, 8346)",21,"[6, 34]"
116,100,"[pat steir]","[1938, 2099]","[pat steir]","[1940, 2099]",1,"wiki_pat-steir","moma_mdvt-pat-steir-5637","(1792, 8479)",26,"[2, 0]"
117,100,"[patrick henry bruce]","[1880, 1936]","[patrick henry bruce]","[1881, 1936]",1,"wiki_patrick-henry-bruce","moma_mdvt-patrick-henry-bruce-821","(1794, 8493)",18,"[1, 0]"
118,84,"[paul allen reed, paul reed]","[1919, 2005.0]","[paul revel]","[1922, 1983]",0,"wiki_paul-reed","moma_mdvt-paul-revel-4880","(1816, 8603)",41,"[3, 22.0]"
452,84,"[paul john wonner, paul wonner]","[1920, 2008]","[john paul jones]","[1924, 1999]",0,"wiki_paul-wonner","moma_mdvt-john-paul-jones-2935","(5656, 1822)",46,"[4, 9]"
119,100,"[paula modersohn-becker, modersohn-becker, paula]","[1876, 1908.0]","[paula modersohn-becker]","[1876, 1907]",1,"wiki_paula-modersohn-becker","moma_mdvt-paula-modersohn-becker-4037","(1824, 8643)",143,"[0, 1.0]"
120,100,"[pedro coronel]","[1922, 1985]","[pedro coronel]","[1923, 1985]",1,"wiki_pedro-coronel","moma_mdvt-pedro-coronel-1251","(1834, 8670)",10,"[1, 0]"
121,87,"[peter dreher]","[1932, 2099]","[peter roehr]","[1944, 1968]",0,"wiki_peter-dreher","moma_mdvt-peter-roehr-35399","(1843, 8783)",11,"[12, 131]"
514,84,"[peter phillips]","[1939, 2099]","[paulette phillips]","[1956, 2099]",0,"wiki_peter-phillips","moma_mdvt-paulette-phillips-35600","(8646, 1849)",15,"[17, 0]"
122,100,"[pierre soulages]","[1919, 2011.0]","[pierre soulages]","[1919, 1957.0]",1,"wiki_pierre-soulages","moma_mdvt-pierre-soulages-5538","(1881, 8909)",45,"[0, 54.0]"
123,100,"[reg butler, reginald cotterell butler]","[1913, 1981]","[reg butler]","[1913, 1983]",1,"wiki_reg-butler","moma_mdvt-reg-butler-900","(1931, 9131)",5,"[0, 2]"
125,100,"[rene portocarrero, rené portocarrero]","[1912, 1985]","[rene portocarrero]","[1914, 1985]",1,"wiki_rene-portocarrero","moma_mdvt-rene-portocarrero-8514","(1939, 9166)",26,"[2, 0]"
530,88,"[richard long, richard long cbe]","[1945, 2099]","[richard olson]","[1938, 2099]",0,"wiki_richard-long","moma_mdvt-richard-olson-6829","(9292, 1951)",3,"[7, 0]"
126,100,"[richard oelze]","[1900, 1980]","[richard oelze]","[1900, 1981]",1,"wiki_richard-oelze","moma_mdvt-richard-oelze-4376","(1953, 9291)",16,"[0, 1]"
531,85,"[richard prince]","[1949, 2099]","[richard pare]","[1948, 2099]",0,"wiki_richard-prince","moma_mdvt-richard-pare-4496","(9294, 1957)",3,"[1, 0]"
127,100,"[richard serra]","[1939, 2099]","[richard serra]","[1938, 2099]",1,"wiki_richard-serra","moma_mdvt-richard-serra-5349","(1958, 9310)",30,"[1, 0]"
528,86,"[richard dean tuttle, richard tuttle]","[1941, 2099]","[richard hutten]","[1967, 2099]",0,"wiki_richard-tuttle","moma_mdvt-richard-hutten-34174","(9251, 1960)",37,"[26, 0]"
533,87,"[robert barry]","[1936, 2099]","[robert bart]","[1923, 2099]",0,"wiki_robert-barry","moma_mdvt-robert-bart-353","(9374, 1967)",15,"[13, 0]"
128,100,"[robert irwin]","[1928, 2099]","[irwin]","[1983, 2099]",1,"wiki_robert-irwin","moma_mdvt-irwin-29979","(1986, 4760)",3,"[55, 0]"
537,88,"[robert morris]","[1931, 2099]","[robert morin]","[1949, 2099]",0,"wiki_robert-morris","moma_mdvt-robert-morin-35609","(9482, 1991)",0,"[18, 0]"
534,85,"[robert ryman]","[1930, 2099]","[robert cremean]","[1932, 2099]",0,"wiki_robert-ryman","moma_mdvt-robert-cremean-1301","(9398, 1994)",39,"[2, 0]"
536,85,"[robert ryman]","[1930, 2099]","[robert freeman]","[1936, 2099]",0,"wiki_robert-ryman","moma_mdvt-robert-freeman-46484","(9422, 1994)",39,"[6, 0]"
129,100,"[roberto aizenberg]","[1922, 1996]","[roberto aizenberg]","[1928, 1996]",1,"wiki_roberto-aizenberg","moma_mdvt-roberto-aizenberg-91","(2002, 9532)",32,"[6, 0]"
130,100,"[roger bissière]","[1886, 1964]","[roger bissière]","[1888, 1964]",1,"wiki_roger-bissi-re","moma_mdvt-roger-bissière-574","(2008, 9592)",42,"[2, 0]"
131,88,"[rudolf bauer, alexander georg rudolf bauer]","[1889, 1953]","[rudolph bauer]","[1889, 1954]",1,"wiki_rudolf-bauer","moma_mdvt-rudolph-bauer-385","(2036, 9743)",13,"[0, 1]"
132,100,"[serge charchoune, sergueï ivanovitch charchoun (сергей иванович шаршун)]","[1889, 1975]","[serge charchoune]","[1888, 1975]",1,"wiki_serge-charchoune","moma_mdvt-serge-charchoune-1071","(2075, 9979)",19,"[1, 0]"
567,89,"[stephen prina]","[1954, 2099]","[stephen perrin]","[1932, 2099]",0,"wiki_stephen-prina","moma_mdvt-stephen-perrin-4565","(10295, 2122)",2,"[22, 0]"
570,85,"[tadasky, tadasuke kuwayama]","[1935, 2099]","[tadaaki kuwayama]","[1932, 2099]",0,"wiki_tadasky","moma_mdvt-tadaaki-kuwayama-6907","(10452, 2137)",19,"[3, 0]"
134,100,"[tsuguharu foujita, léonard tsugouharu foujita (藤田 嗣治)]","[1886, 1968]","[tsugouharu foujita]","[1886, 1969]",1,"wiki_tsuguharu-foujita","moma_mdvt-tsugouharu-foujita-1957","(2216, 10851)",161,"[0, 1]"
135,100,"[ulfert wilke]","[1907, 1987]","[ulfert wilke]","[1907, 1988]",1,"wiki_ulfert-wilke","moma_mdvt-ulfert-wilke-6372","(2222, 10873)",11,"[0, 1]"
136,100,"[vásárhelyi győző, victor vasarely]","[1906, 1997]","[victor vasarely]","[1908, 1997]",1,"wiki_victor-vasarely","moma_mdvt-victor-vasarely-6109","(2262, 11013)",52,"[2, 0]"
137,100,"[vito acconci, vito hannibal acconci]","[1940, 2099]","[vito acconci]","[1940, 2017]",1,"wiki_vito-acconci","moma_mdvt-vito-acconci-53","(2273, 11062)",25,"[0, 82]"
138,100,"[walter darby bannard]","[1934, 2099]","[walter darby bannard]","[1934, 2016]",1,"wiki_walter-darby-bannard","moma_mdvt-walter-darby-bannard-322","(2288, 11143)",29,"[0, 83]"
139,100,"[william ward jackson, ward jackson]","[1928, 2004]","[ward jackson]","[1929, 2004]",1,"wiki_ward-jackson","moma_mdvt-ward-jackson-7879","(2296, 11199)",12,"[1, 0]"
140,100,"[william congdon, william grosvenor congdon]","[1912, 1988]","[william congdon]","[1912, 1998]",1,"wiki_william-congdon","moma_mdvt-william-congdon-1211","(2315, 11328)",16,"[0, 10]"
141,100,"[wojciech fangor]","[1922, 2099]","[wojciech fangor]","[1922, 2015]",1,"wiki_wojciech-fangor","moma_mdvt-wojciech-fangor-1799","(2341, 11451)",19,"[0, 84]"
142,84,"[christopher “daze” ellis]",,"[daze (chris ellis)]","[1962, 2099]",1,"googleart_t2194x6rvxh","moma_mdvt-daze-(chris-ellis)-1420",,,
143,99,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri matisse]","[1869, 1954]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-matisse-3832",,,
144,85,"[martha diamond]","[1944, 2099]","[sara diamond]","[1954, 2099]",0,"wiki_martha-diamond","moma_mdvt-sara-diamond-35618",,,
145,100,"[josé guadalupe posada, jose guadalupe posada]","[1852, 1913]","[(follower of) josé-guadalupe  posada]","[1852, 1913]",0,"googleart_m02vw34","moma_mdvt-(follower-of)-josé-guadalupe--posada-7484",,,
146,100,"[josé guadalupe posada, jose guadalupe posada]","[1852, 1913]","[josé-guadalupe posada]","[1852, 1913]",1,"googleart_m02vw34","moma_mdvt-josé-guadalupe-posada-4707",,,
147,102,"[morley]","[1982, 2099]","[malcolm morley]","[1931, 2099]",0,"googleart_m0h55xs4","moma_mdvt-malcolm-morley-4100",,,
148,100,"[daze]","[1962, 2099]","[daze (chris ellis)]","[1962, 2099]",1,"googleart_t2194x6rvxh","moma_mdvt-daze-(chris-ellis)-1420",,,
149,102,"[chris ""daze"" ellis]","[2007.0, 2007.0]","[daze (chris ellis)]","[1962, 2099]",1,"googleart_t219d5w7rqf","moma_mdvt-daze-(chris-ellis)-1420",,,
150,101,"[christopher “daze” ellis]","[1982.0, 1988.0]","[daze (chris ellis)]","[1962, 2099]",1,"googleart_t219hrtqpy4","moma_mdvt-daze-(chris-ellis)-1420",,,
151,102,"[louis cane]","[1945, 2099]","[louis cane]","[1943, 2099]",1,"wiki_louis-cane","moma_mdvt-louis-cane-948",,,
152,101,"[louis cane]","[1945, 2099]","[lois lane]","[1948, 2099]",0,"wiki_louis-cane","moma_mdvt-lois-lane-3369",,,
153,100,"[malcolm morley]","[1931, 2099]","[malcolm morley]","[1931, 2099]",1,"wiki_malcolm-morley","moma_mdvt-malcolm-morley-4100",,,
154,102,"[robert irwin]","[1928, 2099]","[irwin]","[1983, 2099]",0,"wiki_robert-irwin","moma_mdvt-irwin-29979",,,
155,100,"[robert irwin]","[1928, 2099]","[robert irwin]","[1928, 2099]",1,"wiki_robert-irwin","moma_mdvt-robert-irwin-2828",,,
156,100,,,,,1,"wiki_theophile-steinlen","moma_mdvt-théophile-alexandre-steinlen-5634",,,
157,100,,,,,0,"meisterwerke_scheiner, wilhelm","moma_mdvt-wilhelm-schuler-41154",,,
,,,,,,1,"wiki_dieter-roth","moma_mdvt-dieter-roth-5042",,,
,,,,,,1,"wiki_yves-tanguy","moma_mdvt-yves-tanguy-5804",,,
